date,SO2 ,NO2 ,CO ,O3 ,PM10 
2011-01-03 19:00:00,NA,NA,NA,NA,NA
2011-01-03 20:00:00,NA,NA,NA,NA,NA
2011-01-03 21:00:00,NA,NA,NA,NA,NA
2011-01-03 22:00:00,NA,NA,NA,NA,NA
2011-01-03 23:00:00,NA,NA,NA,NA,NA
2011-01-04 00:00:00,NA,NA,NA,NA,NA
2011-01-04 01:00:00,NA,NA,NA,NA,NA
2011-01-04 02:00:00,NA,NA,NA,NA,NA
2011-01-04 03:00:00,NA,NA,NA,NA,NA
2011-01-04 04:00:00,NA,NA,NA,NA,NA
2011-01-04 05:00:00,NA,NA,NA,NA,NA
2011-01-04 06:00:00,NA,NA,NA,NA,NA
2011-01-04 07:00:00,NA,NA,NA,NA,NA
2011-01-04 08:00:00,NA,NA,NA,NA,NA
2011-01-04 09:00:00,NA,NA,NA,NA,NA
2011-01-04 10:00:00,NA,NA,NA,NA,NA
2011-01-04 11:00:00,NA,NA,NA,NA,NA
2011-01-04 12:00:00,NA,NA,NA,NA,NA
2011-01-04 13:00:00,NA,NA,NA,NA,NA
2011-01-04 14:00:00,NA,NA,NA,NA,NA
2011-01-04 15:00:00,NA,NA,NA,NA,NA
2011-01-04 16:00:00,NA,NA,NA,NA,NA
2011-01-04 17:00:00,NA,NA,NA,NA,NA
2011-01-04 18:00:00,NA,NA,NA,NA,NA
2011-01-04 19:00:00,NA,NA,NA,NA,NA
2011-01-04 20:00:00,NA,NA,NA,NA,NA
2011-01-04 21:00:00,NA,NA,NA,NA,NA
2011-01-04 22:00:00,NA,NA,NA,NA,NA
2011-01-04 23:00:00,NA,NA,NA,NA,NA
2011-01-05 00:00:00,0.002,0.001,0,0.02,NA
2011-01-05 01:00:00,0.001,0.001,0,0.02,NA
2011-01-05 02:00:00,0.001,0.001,0,0.019,NA
2011-01-05 03:00:00,0.002,0.001,0,0.02,NA
2011-01-05 04:00:00,0.001,0.001,0,0.017,NA
2011-01-05 05:00:00,0.008,0.001,0,0.011,NA
2011-01-05 06:00:00,0.031,0.001,0,0.008,NA
2011-01-05 07:00:00,0.018,0.001,0,0.007,NA
2011-01-05 08:00:00,0.017,0.001,0,0.005,NA
2011-01-05 09:00:00,0.027,0.001,0,0.009,NA
2011-01-05 10:00:00,0.015,0.001,0,0.011,NA
2011-01-05 11:00:00,0.011,0.001,0,0.012,NA
2011-01-05 12:00:00,0.02,0.001,0,0.015,NA
2011-01-05 13:00:00,0.01,0.001,0,0.02,NA
2011-01-05 14:00:00,0.005,0.001,0,0.026,NA
2011-01-05 15:00:00,0.006,0.001,0,0.023,NA
2011-01-05 16:00:00,0.006,0.001,0,0.023,NA
2011-01-05 17:00:00,0.006,0.001,0,0.019,NA
2011-01-05 18:00:00,0.004,0.001,0,0.012,NA
2011-01-05 19:00:00,0.004,0.001,0,0.008,NA
2011-01-05 20:00:00,0.004,0.001,0,0.006,NA
2011-01-05 21:00:00,0.004,0.001,0,0.008,NA
2011-01-05 22:00:00,0.005,0.001,0,0.009,NA
2011-01-05 23:00:00,0.005,0.001,0,0.007,NA
2011-01-06 00:00:00,0.032,0.001,0,0.011,NA
2011-01-06 01:00:00,0.073,0.001,0,0.01,NA
2011-01-06 02:00:00,0.023,0.001,0,0.011,NA
2011-01-06 03:00:00,0.006,0.001,0,0.013,NA
2011-01-06 04:00:00,0.006,0.001,0,0.013,NA
2011-01-06 05:00:00,0.005,0.001,0,0.011,NA
2011-01-06 06:00:00,0.006,0.001,0,0.007,NA
2011-01-06 07:00:00,0.004,0.001,0,0.005,NA
2011-01-06 08:00:00,0.005,0.001,0,0.008,NA
2011-01-06 09:00:00,0.015,0.001,0,0.014,NA
2011-01-06 10:00:00,0.014,0.001,0,0.021,NA
2011-01-06 11:00:00,0.007,0.001,0,0.026,NA
2011-01-06 12:00:00,0.005,0.001,0,0.028,NA
2011-01-06 13:00:00,0.007,0.001,0,0.033,NA
2011-01-06 14:00:00,0.017,0.001,0,0.041,NA
2011-01-06 15:00:00,0.012,0.001,0,0.037,NA
2011-01-06 16:00:00,0.007,0.001,0,0.033,NA
2011-01-06 17:00:00,0.005,0.001,0,0.026,NA
2011-01-06 18:00:00,0.004,0.001,0,0.015,NA
2011-01-06 19:00:00,0.006,0.001,0,0.005,NA
2011-01-06 20:00:00,0.002,0.001,0,0.013,NA
2011-01-06 21:00:00,0,0.001,0,0.014,NA
2011-01-06 22:00:00,0.001,0.001,0,0.011,NA
2011-01-06 23:00:00,0.001,0.001,0,0.01,NA
2011-01-07 00:00:00,0.002,0.001,0,0.01,NA
2011-01-07 01:00:00,0.002,0.001,0,0.009,NA
2011-01-07 02:00:00,0.002,0.001,0,0.012,NA
2011-01-07 03:00:00,0.003,0.001,0,0.007,NA
2011-01-07 04:00:00,0.003,0.001,0,0.008,NA
2011-01-07 05:00:00,0.003,0.001,0,0.006,NA
2011-01-07 06:00:00,0.004,0.001,0,0.001,NA
2011-01-07 07:00:00,0.005,0.001,0,0.002,NA
2011-01-07 08:00:00,0.007,0.001,0,0.003,NA
2011-01-07 09:00:00,0.007,0.001,0,0.008,NA
2011-01-07 10:00:00,0.008,0.001,0,0.019,NA
2011-01-07 11:00:00,0.009,0.001,0,0.019,NA
2011-01-07 12:00:00,0.009,0.001,0,0.021,NA
2011-01-07 13:00:00,0.006,0.001,0,0.023,NA
2011-01-07 14:00:00,0.005,0.001,0,0.026,NA
2011-01-07 15:00:00,0.003,0.001,0,0.025,NA
2011-01-07 16:00:00,0.002,0.001,0,0.025,NA
2011-01-07 17:00:00,0.003,0.001,0,0.025,NA
2011-01-07 18:00:00,0.003,0.001,0,0.028,NA
2011-01-07 19:00:00,0.003,0.001,0,0.026,NA
2011-01-07 20:00:00,0.004,0.001,0,0.023,NA
2011-01-07 21:00:00,0.004,0.001,0,0.032,NA
2011-01-07 22:00:00,0.004,0.001,0,0.038,NA
2011-01-07 23:00:00,0.004,0.001,0,0.041,NA
2011-01-08 00:00:00,0.003,0.001,0,0.041,NA
2011-01-08 01:00:00,0.003,0.001,0,0.04,NA
2011-01-08 02:00:00,0.003,0.001,0,0.039,NA
2011-01-08 03:00:00,0.003,0.001,0,0.037,NA
2011-01-08 04:00:00,0.003,0.001,0,0.035,NA
2011-01-08 05:00:00,0.003,0.001,0,0.031,NA
2011-01-08 06:00:00,0.004,0.001,0,0.02,NA
2011-01-08 07:00:00,0.004,0.001,0,0.014,NA
2011-01-08 08:00:00,0.002,0.001,0,0.014,NA
2011-01-08 09:00:00,0.002,0.001,0,0.021,NA
2011-01-08 10:00:00,0.003,0.001,0,0.027,NA
2011-01-08 11:00:00,0.003,0.001,0,0.036,NA
2011-01-08 12:00:00,0.003,0.001,0,0.039,NA
2011-01-08 13:00:00,0.003,0.001,0,0.035,NA
2011-01-08 14:00:00,0.003,0.001,0,0.034,NA
2011-01-08 15:00:00,0.004,0.001,0,0.036,NA
2011-01-08 16:00:00,0.006,0.001,0,0.035,NA
2011-01-08 17:00:00,0.005,0.001,0,0.032,NA
2011-01-08 18:00:00,0.004,0.001,0,0.023,NA
2011-01-08 19:00:00,0.005,0.001,0,0.018,NA
2011-01-08 20:00:00,0.005,0.001,0,0.017,NA
2011-01-08 21:00:00,0.005,0.001,0,0.02,NA
2011-01-08 22:00:00,0.005,0.001,0,0.019,NA
2011-01-08 23:00:00,0.005,0.001,0,0.018,NA
2011-01-09 00:00:00,0.008,0.001,0,0.019,NA
2011-01-09 01:00:00,0.01,0.001,0,0.015,NA
2011-01-09 02:00:00,0.005,0.001,0,0.016,NA
2011-01-09 03:00:00,0.007,0.001,0,0.014,NA
2011-01-09 04:00:00,0.008,0.001,0,0.008,NA
2011-01-09 05:00:00,0.005,0.001,0,0.006,NA
2011-01-09 06:00:00,0.005,0.001,0,0.001,NA
2011-01-09 07:00:00,0.005,0.001,0,0.007,NA
2011-01-09 08:00:00,0.005,0.001,0,0.009,NA
2011-01-09 09:00:00,0.008,0.001,0,0.014,NA
2011-01-09 10:00:00,0.008,0.001,0,0.017,NA
2011-01-09 11:00:00,0.006,0.001,0,0.019,NA
2011-01-09 12:00:00,0.012,0.001,0,0.023,NA
2011-01-09 13:00:00,0.015,0.001,0,0.03,NA
2011-01-09 14:00:00,0.023,0.001,0,0.036,NA
2011-01-09 15:00:00,0.037,0.001,0,0.035,NA
2011-01-09 16:00:00,0.019,0.001,0,0.026,NA
2011-01-09 17:00:00,0.019,0.001,0,0.021,NA
2011-01-09 18:00:00,0.016,0.001,0,0.01,NA
2011-01-09 19:00:00,0.01,0.001,0,0.008,NA
2011-01-09 20:00:00,0.007,0.001,0,0.01,NA
2011-01-09 21:00:00,0.006,0.001,0,0.012,NA
2011-01-09 22:00:00,0.006,0.001,0,0.013,NA
2011-01-09 23:00:00,0.005,0.001,0,0.011,NA
2011-01-10 00:00:00,0.005,0.001,0,0.001,NA
2011-01-10 01:00:00,0.006,0.001,0,0.004,NA
2011-01-10 02:00:00,0.005,0.001,0,0.013,NA
2011-01-10 03:00:00,0.004,0.001,0,0.023,NA
2011-01-10 04:00:00,0.004,0.001,0,0.025,NA
2011-01-10 05:00:00,0.005,0.001,0,0.024,NA
2011-01-10 06:00:00,0.004,0.001,0,0.022,NA
2011-01-10 07:00:00,0.005,0.001,0,0.02,NA
2011-01-10 08:00:00,0.004,0.001,0,0.023,NA
2011-01-10 09:00:00,0.004,0.001,0,0.021,NA
2011-01-10 10:00:00,0.004,0.001,0,0.022,NA
2011-01-10 11:00:00,0.004,0.001,0,0.026,NA
2011-01-10 12:00:00,0.003,0.001,0,0.027,NA
2011-01-10 13:00:00,0.004,0.001,0,0.027,NA
2011-01-10 14:00:00,0.003,0.001,0,0.027,NA
2011-01-10 15:00:00,0.004,0.001,0,0.026,NA
2011-01-10 16:00:00,0.004,0.001,0,0.025,NA
2011-01-10 17:00:00,0.004,0.001,0,0.021,NA
2011-01-10 18:00:00,0.005,0.001,0,0.016,NA
2011-01-10 19:00:00,0.005,0.001,0,0.015,NA
2011-01-10 20:00:00,0.005,0.001,0,0.016,NA
2011-01-10 21:00:00,0.005,0.001,0,0.017,NA
2011-01-10 22:00:00,0.005,0.001,0,0.016,NA
2011-01-10 23:00:00,0.005,0.001,0,0.015,NA
2011-01-11 00:00:00,0.005,0.001,0,0.014,NA
2011-01-11 01:00:00,0.005,0.001,0,0.017,NA
2011-01-11 02:00:00,0.007,0.001,0,0.017,NA
2011-01-11 03:00:00,0.014,0.001,0,0.018,NA
2011-01-11 04:00:00,0.016,0.001,0,0.017,NA
2011-01-11 05:00:00,0.018,0.001,0,0.011,NA
2011-01-11 06:00:00,0.007,0.001,0,0.007,NA
2011-01-11 07:00:00,0.006,0.001,0,0.005,NA
2011-01-11 08:00:00,0.007,0.001,0,0.005,NA
2011-01-11 09:00:00,0.006,0.001,0,0.008,NA
2011-01-11 10:00:00,0.006,0.001,0,0.012,NA
2011-01-11 11:00:00,0.007,0.001,0,0.012,NA
2011-01-11 12:00:00,0.007,0.001,0,0.015,NA
2011-01-11 13:00:00,0.006,0.001,0,0.016,NA
2011-01-11 14:00:00,0.005,0.001,0,0.019,NA
2011-01-11 15:00:00,0.006,0.001,0,0.022,NA
2011-01-11 16:00:00,0.005,0.001,0,0.02,NA
2011-01-11 17:00:00,0.006,0.001,0,0.014,NA
2011-01-11 18:00:00,0.006,0.001,0,0.008,NA
2011-01-11 19:00:00,0.006,0.001,0,0.001,NA
2011-01-11 20:00:00,0.006,0.001,0,0,NA
2011-01-11 21:00:00,0.008,0.001,0,0.001,NA
2011-01-11 22:00:00,0.007,0.001,0,0.01,NA
2011-01-11 23:00:00,0.006,0.001,0,0.011,NA
2011-01-12 00:00:00,0.008,0.001,0,0.023,NA
2011-01-12 01:00:00,0.008,0.001,0,0.016,NA
2011-01-12 02:00:00,0.007,0.001,0,0.004,NA
2011-01-12 03:00:00,0.007,0.001,0,0.01,NA
2011-01-12 04:00:00,0.006,0.001,0,0.009,NA
2011-01-12 05:00:00,0.006,0.001,0,0.009,NA
2011-01-12 06:00:00,0.005,0.001,0,0.003,NA
2011-01-12 07:00:00,0.007,0.001,0,0.008,NA
2011-01-12 08:00:00,0.004,0.001,0,0.029,NA
2011-01-12 09:00:00,0.005,0.001,0,0.025,NA
2011-01-12 10:00:00,0.005,0.001,0,0.024,NA
2011-01-12 11:00:00,0.005,0.001,0,0.031,NA
2011-01-12 12:00:00,0.005,0.001,0,0.03,NA
2011-01-12 13:00:00,0.006,0.001,0,0.032,NA
2011-01-12 14:00:00,0.006,0.001,0,0.032,NA
2011-01-12 15:00:00,0.005,0.001,0,0.035,NA
2011-01-12 16:00:00,0.006,0.001,0,0.034,NA
2011-01-12 17:00:00,0.004,0.001,0,0.029,NA
2011-01-12 18:00:00,0.006,0.001,0,0.024,NA
2011-01-12 19:00:00,0.005,0.001,0,0.017,NA
2011-01-12 20:00:00,0.006,0.001,0,0.007,NA
2011-01-12 21:00:00,0.007,0.001,0,0.001,NA
2011-01-12 22:00:00,0.006,0.001,0,0.012,NA
2011-01-12 23:00:00,0.005,0.001,0,0.021,NA
2011-01-13 00:00:00,0.006,0.001,0,0.014,NA
2011-01-13 01:00:00,0.005,0.001,0,0.014,NA
2011-01-13 02:00:00,0.005,0.001,0,0.019,NA
2011-01-13 03:00:00,0.01,0.001,0,0.02,NA
2011-01-13 04:00:00,0.024,0.001,0,0.019,NA
2011-01-13 05:00:00,0.018,0.001,0,0.017,NA
2011-01-13 06:00:00,0.012,0.001,0,0.013,NA
2011-01-13 07:00:00,0.007,0.001,0,0.008,NA
2011-01-13 08:00:00,0.012,0.001,0,0.013,NA
2011-01-13 09:00:00,0.016,0.001,0,0.017,NA
2011-01-13 10:00:00,0.018,0.001,0,0.018,NA
2011-01-13 11:00:00,0.01,0.001,0,0.017,NA
2011-01-13 12:00:00,0.007,0.001,0,0.022,NA
2011-01-13 13:00:00,0.008,0.001,0,0.029,NA
2011-01-13 14:00:00,0.006,0.001,0,0.033,NA
2011-01-13 15:00:00,0.005,0.001,0,0.033,NA
2011-01-13 16:00:00,0.006,0.001,0,0.027,NA
2011-01-13 17:00:00,0.006,0.001,0,0.026,NA
2011-01-13 18:00:00,0.006,0.001,0,0.016,NA
2011-01-13 19:00:00,0.006,0.001,0,0.014,NA
2011-01-13 20:00:00,0.006,0.001,0,0.026,NA
2011-01-13 21:00:00,0.007,0.001,0,0.027,NA
2011-01-13 22:00:00,0.008,0.001,0,0.029,NA
2011-01-13 23:00:00,0.005,0.001,0,0.032,NA
2011-01-14 00:00:00,0.005,0.001,0,0.032,3
2011-01-14 01:00:00,0.004,0.001,0,0.034,12
2011-01-14 02:00:00,0.005,0.001,0,0.033,11
2011-01-14 03:00:00,0.007,0.001,0,0.031,12
2011-01-14 04:00:00,0.02,0.001,0,0.025,16
2011-01-14 05:00:00,0.017,0.001,0,0.013,23
2011-01-14 06:00:00,0.019,0.001,0,0.008,29
2011-01-14 07:00:00,0.018,0.001,0,0.004,25
2011-01-14 08:00:00,0.019,0.001,0,0.007,31
2011-01-14 09:00:00,0.023,0.001,0,0.012,35
2011-01-14 10:00:00,0.024,0.001,0,0.032,28
2011-01-14 11:00:00,0.019,0.001,0,0.038,27
2011-01-14 12:00:00,0.012,0.001,0,0.038,28
2011-01-14 13:00:00,0.008,0.001,0,0.035,26
2011-01-14 14:00:00,0.006,0.001,0,0.033,22
2011-01-14 15:00:00,0.005,0.001,0,0.033,33
2011-01-14 16:00:00,0.004,0.001,0,0.028,46
2011-01-14 17:00:00,0.004,0.001,0,0.034,39
2011-01-14 18:00:00,0.004,0.001,0,0.034,23
2011-01-14 19:00:00,0.003,0.001,0,0.035,26
2011-01-14 20:00:00,0.004,0.001,0,0.032,26
2011-01-14 21:00:00,0.003,0.001,0,0.03,33
2011-01-14 22:00:00,0.004,0.001,0,0.029,26
2011-01-14 23:00:00,0.004,0.001,0,0.017,26
2011-01-15 00:00:00,0.005,0.001,0,0.015,34
2011-01-15 01:00:00,0.005,0.001,0,0.005,34
2011-01-15 02:00:00,0.004,0.001,0,0.002,51
2011-01-15 03:00:00,0.003,0.001,0,0.004,45
2011-01-15 04:00:00,0.005,0.001,0,0.001,30
2011-01-15 05:00:00,0.005,0.001,0,0.001,50
2011-01-15 06:00:00,0.007,0.001,0,0.001,8
2011-01-15 07:00:00,0.008,0.001,0,0.002,NA
2011-01-15 08:00:00,0.01,0.001,0,0.011,NA
2011-01-15 09:00:00,0.012,0.001,0,0.035,NA
2011-01-15 10:00:00,0.008,0.001,0,0.041,NA
2011-01-15 11:00:00,0.008,0.001,0,0.04,NA
2011-01-15 12:00:00,0.007,0.001,0,0.037,13
2011-01-15 13:00:00,0.006,0.001,0,0.034,31
2011-01-15 14:00:00,0.005,0.001,0,0.032,33
2011-01-15 15:00:00,0.005,0.001,0,0.034,27
2011-01-15 16:00:00,0.004,0.001,0,0.033,43
2011-01-15 17:00:00,0.005,0.001,0,0.027,33
2011-01-15 18:00:00,0.004,0.001,0,0.026,42
2011-01-15 19:00:00,0.004,0.001,0,0.021,42
2011-01-15 20:00:00,0.004,0.001,0,0.024,34
2011-01-15 21:00:00,0.004,0.001,0,0.024,34
2011-01-15 22:00:00,0.004,0.001,0,0.021,32
2011-01-15 23:00:00,0.004,0.001,0,0.019,32
2011-01-16 00:00:00,0.003,0.001,0,0.019,28
2011-01-16 01:00:00,0.003,0.001,0,0.021,13
2011-01-16 02:00:00,0.003,0.001,0,0.024,12
2011-01-16 03:00:00,0.003,0.001,0,0.027,16
2011-01-16 04:00:00,0.003,0.001,0,0.026,16
2011-01-16 05:00:00,0.003,0.001,0,0.016,16
2011-01-16 06:00:00,0.003,0.001,0,0.007,56
2011-01-16 07:00:00,0.004,0.001,0,0.016,50
2011-01-16 08:00:00,0.009,0.001,0,0.026,16
2011-01-16 09:00:00,0.011,0.001,0,0.027,27
2011-01-16 10:00:00,0.007,0.001,0,0.029,27
2011-01-16 11:00:00,0.013,0.001,0,0.032,29
2011-01-16 12:00:00,0.023,0.001,0,0.036,39
2011-01-16 13:00:00,0.02,0.001,0,0.038,41
2011-01-16 14:00:00,0.009,0.001,0,0.033,33
2011-01-16 15:00:00,0.006,0.001,0,0.034,27
2011-01-16 16:00:00,0.005,0.001,0,0.033,26
2011-01-16 17:00:00,0.005,0.001,0,0.031,30
2011-01-16 18:00:00,0.004,0.001,0,0.026,48
2011-01-16 19:00:00,0.004,0.001,0,0.024,53
2011-01-16 20:00:00,0.003,0.001,0,0.026,34
2011-01-16 21:00:00,0.003,0.001,0,0.027,26
2011-01-16 22:00:00,0.003,0.001,0,0.031,16
2011-01-16 23:00:00,0.003,0.001,0,0.03,19
2011-01-17 00:00:00,0.003,0.001,0,0.031,16
2011-01-17 01:00:00,0.003,0.001,0,0.031,14
2011-01-17 02:00:00,0.003,0.001,0,0.028,3
2011-01-17 03:00:00,0.003,0.001,0,0.027,4
2011-01-17 04:00:00,0.003,0.001,0,0.016,3
2011-01-17 05:00:00,0.006,0.001,0,0.01,2
2011-01-17 06:00:00,0.008,0.001,0,0.004,NA
2011-01-17 07:00:00,0.01,0.001,0,0.004,NA
2011-01-17 08:00:00,0.017,0.001,0,0.02,NA
2011-01-17 09:00:00,0.015,0.001,0,0.028,NA
2011-01-17 10:00:00,0.015,0.001,0,0.038,NA
2011-01-17 11:00:00,0.016,0.001,0,0.051,NA
2011-01-17 12:00:00,0.01,0.001,0,0.036,NA
2011-01-17 13:00:00,0.014,0.001,0,0.036,NA
2011-01-17 14:00:00,0.015,0.001,0,0.035,NA
2011-01-17 15:00:00,0.008,0.001,0,0.03,NA
2011-01-17 16:00:00,0.005,0.001,0,0.028,NA
2011-01-17 17:00:00,0.005,0.001,0,0.025,NA
2011-01-17 18:00:00,0.005,0.001,0,0.02,NA
2011-01-17 19:00:00,0.005,0.001,0,0.019,NA
2011-01-17 20:00:00,0.004,0.001,0,0.019,NA
2011-01-17 21:00:00,0.004,0.001,0,0.019,NA
2011-01-17 22:00:00,0.003,0.001,0,0.02,NA
2011-01-17 23:00:00,0.003,0.001,0,0.023,NA
2011-01-18 00:00:00,0.003,0.001,0,0.026,NA
2011-01-18 01:00:00,0.003,0.001,0,0.026,NA
2011-01-18 02:00:00,0.003,0.001,0,0.02,NA
2011-01-18 03:00:00,0.003,0.001,0,0.015,NA
2011-01-18 04:00:00,0.003,0.001,0,0.016,NA
2011-01-18 05:00:00,0.003,0.001,0,0.016,NA
2011-01-18 06:00:00,0.003,0.001,0,0.005,NA
2011-01-18 07:00:00,0.005,0.001,0,0.009,NA
2011-01-18 08:00:00,0.003,0.001,0,0.016,NA
2011-01-18 09:00:00,0.003,0.001,0,0.018,NA
2011-01-18 10:00:00,0.003,0.001,0,0.021,NA
2011-01-18 11:00:00,0.01,0.001,0,0.036,24
2011-01-18 12:00:00,0.014,0.001,0,0.037,46
2011-01-18 13:00:00,0.009,0.001,0,0.035,37
2011-01-18 14:00:00,0.008,0.001,0,0.036,28
2011-01-18 15:00:00,0.008,0.001,0,0.034,28
2011-01-18 16:00:00,0.006,0.001,0,0.028,31
2011-01-18 17:00:00,0.005,0.001,0,0.024,37
2011-01-18 18:00:00,0.004,0.001,0,0.019,40
2011-01-18 19:00:00,0.004,0.001,0,0.015,59
2011-01-18 20:00:00,0.004,0.001,0,0.017,24
2011-01-18 21:00:00,0.004,0.001,0,0.016,24
2011-01-18 22:00:00,0.004,0.001,0,0.021,24
2011-01-18 23:00:00,0.003,0.001,0,0.025,15
2011-01-19 00:00:00,0.003,0.001,0,0.026,17
2011-01-19 01:00:00,0.002,0.001,0,0.026,18
2011-01-19 02:00:00,0.003,0.001,0,0.024,21
2011-01-19 03:00:00,0.002,0.001,0,0.021,13
2011-01-19 04:00:00,0.002,0.001,0,0.018,16
2011-01-19 05:00:00,0.002,0.001,0,0.017,13
2011-01-19 06:00:00,0.002,0.001,0,0.013,21
2011-01-19 07:00:00,0.003,0.001,0,0.013,22
2011-01-19 08:00:00,0.003,0.001,0,0.016,25
2011-01-19 09:00:00,0.003,0.001,0,0.02,28
2011-01-19 10:00:00,0.004,0.001,0,0.024,26
2011-01-19 11:00:00,0.004,0.001,0,0.024,32
2011-01-19 12:00:00,0.004,0.001,0,0.025,34
2011-01-19 13:00:00,0.004,0.001,0,0.027,32
2011-01-19 14:00:00,0.003,0.001,0,0.027,36
2011-01-19 15:00:00,0.004,0.001,0,0.028,32
2011-01-19 16:00:00,0.004,0.001,0,0.027,30
2011-01-19 17:00:00,0.003,0.001,0,0.027,32
2011-01-19 18:00:00,0.003,0.001,0,0.025,34
2011-01-19 19:00:00,0.003,0.001,0,0.021,51
2011-01-19 20:00:00,0.003,0.001,0,0.02,44
2011-01-19 21:00:00,0.003,0.001,0,0.018,31
2011-01-19 22:00:00,0.003,0.001,0,0.018,32
2011-01-19 23:00:00,0.002,0.001,0,0.02,22
2011-01-20 00:00:00,0.002,0.001,0,0.021,20
2011-01-20 01:00:00,0.002,0.001,0,0.024,20
2011-01-20 02:00:00,0.002,0.001,0,0.024,19
2011-01-20 03:00:00,0.002,0.001,0,0.023,19
2011-01-20 04:00:00,0.002,0.001,0,0.022,22
2011-01-20 05:00:00,0.002,0.001,0,0.019,21
2011-01-20 06:00:00,0.002,0.001,0,0.018,14
2011-01-20 07:00:00,0.003,0.001,0,0.019,15
2011-01-20 08:00:00,0.009,0.001,0,0.022,9
2011-01-20 09:00:00,0.003,0.001,0,0.029,20
2011-01-20 10:00:00,0.006,0.001,0,0.036,32
2011-01-20 11:00:00,0.004,0.001,0,0.038,48
2011-01-20 12:00:00,0.003,0.001,0,0.037,38
2011-01-20 13:00:00,0.003,0.001,0,0.037,57
2011-01-20 14:00:00,0.003,0.001,0,0.038,57
2011-01-20 15:00:00,0.003,0.001,0,0.036,27
2011-01-20 16:00:00,0.003,0.001,0,0.035,23
2011-01-20 17:00:00,0.003,0.001,0,0.031,29
2011-01-20 18:00:00,0.003,0.001,0,0.026,42
